  2.2141  2.3349  1.8424
  2.6579  2.1723  3.7171
  2.5243  2.4479  2.8083
  2.4874  2.7443   2.632
   3.014  2.9817  3.6988
  2.4596  2.3661  3.8109
  2.2342  2.4282  2.6635
  2.6477  2.6032  3.3478
  2.8491  2.3092  2.8736
  2.5301  2.4703  5.1934
   2.442  2.2726     -99
  1.9514   1.986     -99
  2.0622  2.6436  2.8892
  2.5761  2.3148  3.1891
  2.4883  2.3873  2.7532
     -99  2.9543  3.2954
  2.8896  2.9129  4.5244
     -99  2.4723  3.6251
     -99  2.7914  3.2564
     -99   2.359   2.966
   2.717  2.7477  3.8495
  2.7571  2.6756  2.9342
  2.8973  2.5527  4.1174
  2.5659  2.6108  2.8884
  2.3763  2.5994  3.5077
  1.7272  2.9272  3.6469
  2.5615  2.3406  3.3537
  3.0988  2.7653  5.8002
  2.1386  2.2248  4.6459
  2.6453  3.1005  3.7666
  2.6459   2.593   3.673
  2.4347  2.7475  3.1612
  2.2675  2.0247     -99
  2.5823  2.6104  3.4555
  2.1868   2.732  1.9804
   2.859   2.664  3.7934
  2.6273  3.2486  3.5462
  2.9873  2.2667   2.412
  2.5544  2.4825  3.8383
  2.5308  2.1463  2.4145
  2.1351   2.208  2.7597
  2.2089  2.1261     -99
  2.3907  2.5238  4.0866
  2.0771  2.5761  3.8801
  2.9379  2.5649  3.1238
  3.0746  2.7673  5.2101
  2.5777  2.2174     -99
  2.8809    2.68  4.7199
  2.5593  2.5515  3.5607
  2.8238  2.3251  4.4383
     -99    2.57   3.717
  2.4354  2.2704     -99
  2.4376  2.2183  2.4439
  3.1415   2.362  3.7601
  2.6945  2.5515  3.4193
  2.7945  2.7884  4.2804
  2.4871  2.5105  3.0691
  3.1463  2.4061  2.9858
     -99  2.6677  4.6246
  2.5175  2.2964  3.8906
  2.5678  2.4282  4.0037
  2.1879  1.7087     -99
    2.55  2.5455  2.7991
  2.4063  2.8381  3.8303
  2.0991  2.7139   3.224
  3.1816  2.4075  3.9929
  2.6422   2.147  4.6497
   2.508  2.9373  4.5885
  2.4378  2.5792  4.0846
  2.3964  2.3571  3.2233
  2.6828  2.6488  3.1956
  2.6235  2.3871  4.2174
   2.377  2.3697  3.2078
  1.9438  2.2612  2.4849
  2.6296  2.7184    3.65
  3.1329  2.5513  3.2352
   2.141  2.0043  3.6337
  2.9128  2.7037  4.8124
  2.2771  1.9521     -99
  2.9648  2.7355  3.2375
  2.5519  2.5083  2.7307
  2.7226  2.4529  3.2908
  2.5291  2.3073  4.5146
  1.9588  1.5979  4.1287
  2.1714  2.4155  3.5842
     -99   2.667  4.0834
  2.3061  2.0791     -99
   2.668  2.8574  3.7359
  2.4142  2.5226  3.8874
  2.5231  2.5229  2.7926
